in_angle,out_angle,gain_dB,phase_shift
0,0,33.8463972405642,2.72515623634354
0,1,25.9128796246025,2.72515623634354
0,2,23.6906428863965,-0.416436417246273
0,3,32.152871943503,-0.416436417246256
0,4,33.2744999934494,-0.416436417246256
0,5,29.9347698388099,-0.41643641724625
0,6,12.716132962272,-0.41643641724627
0,7,27.0761559467599,2.72515623634354
0,8,31.5741991269628,2.72515623634354
0,9,31.1224376744725,2.72515623634354
0,10,25.5034715779013,2.72515623634354
0,11,14.4170636228646,-0.416436417246242
0,12,28.2138810607689,-0.416436417246257
0,13,30.701176275109,-0.416436417246256
0,14,28.9579051800531,-0.416436417246256
0,15,20.414022497363,-0.416436417246264
0,16,20.4659104486545,2.72515623634354
0,17,28.4059382866992,2.72515623634354
0,18,29.7563103517507,2.72515623634354
0,19,27.106158219099,2.72515623634354
0,20,15.4249852757059,2.72515623634354
0,21,21.9608549049348,-0.416436417246263
0,22,28.110196621493,-0.416436417246256
0,23,28.990400892786,-0.41643641724626
0,24,26.0778918687179,-0.416436417246259
0,25,13.7348068298957,-0.416436417246271
0,26,21.3870144415854,2.72515623634354
0,27,27.4571642908554,2.72515623634354
0,28,28.5410169070944,2.72515623634354
0,29,26.2059197509213,2.72515623634354
0,30,17.228387991064,2.72515623634354
0,31,18.0874443919254,-0.416436417246261
0,32,26.1497553492459,-0.416436417246256
0,33,28.2039268774909,-0.416436417246259
0,34,27.1779732177988,-0.416436417246256
0,35,22.2460464317872,-0.41643641724626
0,36,-3.37693352860208,2.72515623634361
0,37,22.8221180734341,2.72515623634353
0,38,27.1401625962633,2.72515623634354
0,39,27.9909414340967,2.72515623634354
0,40,26.2404201552534,2.72515623634354
0,41,20.4592225561211,2.72515623634354
0,42,5.96977535776836,-0.416436417246277
0,43,22.8047335423739,-0.416436417246259
0,44,26.8784398950277,-0.416436417246259
0,45,27.9588001734407,-0.416436417246257
0,46,26.9170642134375,-0.416436417246259
0,47,23.2323596617909,-0.416436417246257
0,48,11.7770432965038,-0.416436417246247
0,49,17.354345787487,2.72515623634354
0,50,24.6078636253706,2.72515623634354
0,51,27.329303203471,2.72515623634354
0,52,28.0236554513863,2.72515623634354
0,53,27.1265434902079,2.72515623634354
0,54,24.3571884302711,2.72515623634354
0,55,17.8460147669939,2.72515623634354
0,56,5.70667728798946,-0.416436417246261
0,57,20.9882088722144,-0.416436417246259
0,58,25.4726157186072,-0.416436417246256
0,59,27.5231968825889,-0.416436417246256
0,60,28.2244529352311,-0.41643641724626
0,61,27.8793851717539,-0.416436417246256
0,62,26.4927772684883,-0.416436417246259
0,63,23.7576015399143,-0.416436417246256
0,64,18.4798970563199,-0.416436417246256
0,65,-1.67821634324258,-0.416436417246164
0,66,16.3880911739511,2.72515623634353
0,67,22.473740978265,2.72515623634354
0,68,25.5043969051622,2.72515623634354
0,69,27.2326829002965,2.72515623634354
0,70,28.1783825660081,2.72515623634354
0,71,28.5657764610304,2.72515623634354
0,72,28.5078556687404,2.72515623634354
0,73,28.0625858949124,2.72515623634354
0,74,27.2529049867334,2.72515623634354
0,75,26.0717014087402,2.72515623634354
0,76,24.4759776676444,2.72515623634354
0,77,22.364946320788,2.72515623634354
0,78,19.5176401548301,2.72515623634354
0,79,15.3817359125052,2.72515623634354
0,80,7.91307803138301,2.72515623634353
0,81,-3.99644878024424,-0.416436417246483
0,82,10.7040716582773,-0.416436417246245
0,83,15.3888177684298,-0.416436417246263
0,84,18.0362745765856,-0.416436417246246
0,85,19.7522378583226,-0.416436417246259
0,86,20.9201130489031,-0.416436417246256
0,87,21.7170773638978,-0.416436417246263
0,88,22.2368440462684,-0.416436417246263
0,89,22.5311668620706,-0.416436417246259
0,90,22.626544882961,-0.416436417246256
0,91,22.5311668620706,-0.416436417246259
0,92,22.2368440462684,-0.416436417246263
0,93,21.7170773638978,-0.416436417246263
0,94,20.9201130489031,-0.416436417246256
0,95,19.7522378583226,-0.416436417246259
0,96,18.0362745765856,-0.416436417246246
0,97,15.3888177684298,-0.416436417246263
0,98,10.7040716582773,-0.416436417246245
0,99,-3.99644878024424,-0.416436417246483
0,100,7.91307803138301,2.72515623634353
0,101,15.3817359125052,2.72515623634354
0,102,19.5176401548301,2.72515623634354
0,103,22.364946320788,2.72515623634354
0,104,24.4759776676444,2.72515623634354
0,105,26.0717014087402,2.72515623634354
0,106,27.2529049867334,2.72515623634354
0,107,28.0625858949124,2.72515623634354
0,108,28.5078556687404,2.72515623634354
0,109,28.5657764610304,2.72515623634354
0,110,28.1783825660081,2.72515623634354
0,111,27.2326829002965,2.72515623634354
0,112,25.5043969051622,2.72515623634354
0,113,22.473740978265,2.72515623634354
0,114,16.3880911739511,2.72515623634353
0,115,-1.67821634324258,-0.416436417246164
0,116,18.4798970563199,-0.416436417246256
0,117,23.7576015399143,-0.416436417246256
0,118,26.4927772684883,-0.416436417246259
0,119,27.8793851717539,-0.416436417246256
0,120,28.2244529352311,-0.41643641724626
0,121,27.5231968825889,-0.416436417246256
0,122,25.4726157186072,-0.416436417246256
0,123,20.9882088722144,-0.416436417246259
0,124,5.70667728798946,-0.416436417246261
0,125,17.8460147669939,2.72515623634354
0,126,24.3571884302711,2.72515623634354
0,127,27.1265434902079,2.72515623634354
0,128,28.0236554513863,2.72515623634354
0,129,27.329303203471,2.72515623634354
0,130,24.6078636253706,2.72515623634354
0,131,17.354345787487,2.72515623634354
0,132,11.7770432965038,-0.416436417246247
0,133,23.2323596617909,-0.416436417246257
0,134,26.9170642134375,-0.416436417246259
0,135,27.9588001734407,-0.416436417246257
0,136,26.8784398950277,-0.416436417246259
0,137,22.8047335423739,-0.416436417246259
0,138,5.96977535776836,-0.416436417246277
